SN,Title,Company,Experience,Salary,Description
210,"Air ticketing ,Aircraft Maintenance, Ground Staff ,Cabin crew,Cargo, Aviation in Airport jobs",Company Name Confidential,0-5 years,Not Specified,"Job brief Our company is looking for an aircraft mechanic to ensure aircrafts operate properly and securely, based on regional safety regulations. Your primary responsibilities include maintaining and repairing system components. You'll detect malfunctions and fix them using power and hand tools. You will not be alone in this; you'll work closely with your supervisor and other mechanics to deliver quick and efficient solutions. To succeed in this role, you must have excellent manual dexterity and stamina. Hands-on experience with complex equipment is also a must-have skill for you. If you are analytical, detail-oriented with a keen interest in mechanics and aircrafts, we'd like to hear from you. Responsibilities Perform regular system inspections Maintain systems and equipment Use gauges and diagnostic tests to detect malfunctions Repair or replace broken aircraft parts Perform troubleshooting Keep maintenance and repair logs Use power and hand tools (e.g. cranes, grinders) Understand and apply guidelines from manuals and blueprints Ensure compliance with regional safety regulations Collaborate with other mechanics and electricians Requirements and skills Previous experience as a petroleum engineer or in a similar role Hands-on experience with drilling equipment Great mathematical and IT skills Excellent problem-solving and troubleshooting abilities Available for travel to different locations on a regular basis Professional engineering license is required A degree in engineering is a must; MSc is preferredDear CandidatesWe are looking for energetic ground staff to be responsible for administrative duties and communication with passengers. Your duties will include welcoming passengers, providing information, assisting passengers who are disabled or are traveling with small children, checking in luggage, taking reservations, and selling tickets. You should be able to promptly resolve passenger queries and ensure that all passengers are satisfied. To be successful as ground staff, you should display outstanding interpersonal skills and achieve excellent customer service, which consistently meets the goals and vision of the airline company. Ultimately, outstanding ground staff should be able to multi-task and ensure that every passenger is comfortable, safe and well-informed of flight schedules, aircraft delays, weather concerns and other factors that may affect passengers. Ground Staff Responsibilities: Greeting and welcoming passengers, and responding to questions. Checking in baggage. Making reservations. Selling airline tickets. Stocking aircraft with refreshments. Cleaning aircraft after flights. Assisting disabled passengers and those with small children. Providing information to passengers.Ground Staff Requirements: Diploma in administration or travel, or PG diploma course. Experience in customer care. Excellent interpersonal skills. Well-groomed. Willing to work shifts. Computer literate.Interested Candidates can apply for this jobs no need any amount.Thanks &RegardsHr Team"
211,"Aircraft Maintenance, Ground Staff ,Cabin crew,Cargo",Company Name Confidential,0-5 years,Not Specified,"Job brief Our company is looking for an aircraft mechanic to ensure aircrafts operate properly and securely, based on regional safety regulations. Your primary responsibilities include maintaining and repairing system components. You'll detect malfunctions and fix them using power and hand tools. You will not be alone in this; you'll work closely with your supervisor and other mechanics to deliver quick and efficient solutions. To succeed in this role, you must have excellent manual dexterity and stamina. Hands-on experience with complex equipment is also a must-have skill for you. If you are analytical, detail-oriented with a keen interest in mechanics and aircrafts, we'd like to hear from you. Responsibilities Perform regular system inspections Maintain systems and equipment Use gauges and diagnostic tests to detect malfunctions Repair or replace broken aircraft parts Perform troubleshooting Keep maintenance and repair logs Use power and hand tools (e.g. cranes, grinders) Understand and apply guidelines from manuals and blueprints Ensure compliance with regional safety regulations Collaborate with other mechanics and electricians Requirements and skills Previous experience as a petroleum engineer or in a similar role Hands-on experience with drilling equipment Great mathematical and IT skills Excellent problem-solving and troubleshooting abilities Available for travel to different locations on a regular basis Professional engineering license is required A degree in engineering is a must; MSc is preferredDear CandidatesWe are looking for energetic ground staff to be responsible for administrative duties and communication with passengers. Your duties will include welcoming passengers, providing information, assisting passengers who are disabled or are traveling with small children, checking in luggage, taking reservations, and selling tickets. You should be able to promptly resolve passenger queries and ensure that all passengers are satisfied. To be successful as ground staff, you should display outstanding interpersonal skills and achieve excellent customer service, which consistently meets the goals and vision of the airline company. Ultimately, outstanding ground staff should be able to multi-task and ensure that every passenger is comfortable, safe and well-informed of flight schedules, aircraft delays, weather concerns and other factors that may affect passengers. Ground Staff Responsibilities: Greeting and welcoming passengers, and responding to questions. Checking in baggage. Making reservations. Selling airline tickets. Stocking aircraft with refreshments. Cleaning aircraft after flights. Assisting disabled passengers and those with small children. Providing information to passengers.Ground Staff Requirements: Diploma in administration or travel, or PG diploma course. Experience in customer care. Excellent interpersonal skills. Well-groomed. Willing to work shifts. Computer literate.Interested Candidates can apply for this jobs no need any amount.Thanks &RegardsHr Team"
212,IFS -Sales Services - Pursuit Experience Hub (Animator) - Associate 2  - Blr,PwC,Not Specified,Not Specified,"Line of ServiceInternal Firm ServicesIndustry/SectorNot ApplicableSpecialismManaged ServicesManagement LevelAssociateJob Description & SummaryA career in Sales and Marketing will provide you with the opportunity to focus on positioning a distinctive PwC brand in the marketplace and drive long term revenue growth for the Firm. You'll focus on designing, developing, and implementing communication programmes and media events to promote and sell the PwC's brand and services as well as contribute to and evaluating our pricing strategies in the marketplace. Our Design and Innovation team works to develop a positive visual representation of the PwC brand. As part of our team, you'll be helping the team with brand messaging, creative and strategic design, and innovative design compliance that aligns with the PwC brand.To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be a purpose-led and values-driven leader at every level. To help us achieve this we have the PwC Professional our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.As an Associate, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:Invite and give in the moment feedback in a constructive manner.Share and collaborate effectively with others.Identify and make suggestions for improvements when problems and/or opportunities arise.Handle, manipulate and analyse data and information responsibly.Follow risk management and compliance procedures.Keep up-to-date with developments in area of specialism.Communicate confidently in a clear, concise and articulate manner - verbally and in the materials I produce.Build and maintain an internal and external network.Seek opportunities to learn about how PwC works as a global network of firms.Uphold the firm's code of ethics and business conduct.Activities to be performed :Create short animations, video games, mobile sites, and videos for campaigns.Create digital proposals.Comprehend content and convert it to meaningful visual presentation.Enhance the overall look and feel of standard documents.Collaborate with editors, researchers and designers to create unique digital output.Understands brand and applies it effectively.Customises client requirement and effectively aligns it to brand standard.Translate client strategy into unique visual identity in both digital and offline platform.Adopting different creative styles, applying innovative approaches and upskilling with the current digital trends.Responsible for ensuring high standard of quality in deliverables.Participate in a wide range of projects and collaborate across multiple work streams or teams consistently demonstrating innovative thinking, individual initiative and timely completion of assigned work.Consistently demonstrate teamwork dynamics by working as a team member: understand personal and team roles contribute to a positive working environment by building solid relationships with team members and proactively seek guidance, clarification and feedback.Degree in multimedia or animation with Art background.Ability to comprehend instruction, visualize and convert content into meaningful visual presentation.Mass communication and experience in advertising agency/animation company/elearn Company/gaming industry/web company will be an added advantage.Experience in end to end digital campaign design for clients.Working knowledge of Adobe Creative suite, Google Suite, Microsoft Office SuiteImpactful design/animation portfolio.Out of box thinking and adaptability to new design technologies.Ability to work independently with no or very little supervision.Good written and verbal communication skills.Has creative flair, eye for detail, adaptable and versatile.Education (if blank, degree and/or field of study not specified)Degrees/Field of Study required:Degrees/Field of Study preferred:Certifications (if blank, certifications not specified)Required SkillsOptional SkillsDesired Languages (If blank, desired languages not specified)Travel RequirementsNot SpecifiedAvailable for Work Visa SponsorshipNoGovernment Clearance RequiredNo"
213,We are hiring for Admin//Front office//HR Executive//Ground Staff,Company Name Confidential,0-4 years,430000 - 730000 INR,"Job Description,Ground Staff Job Description:: Airport Ground Staff must have the ability to handle the situation in every condition along with diplomatic Abilities, the flexibility of attitude, great communication, and organizing skills which are the most essential qualities needed for Airport Ground Staff as they spend much of their time in interacting with air passengers. Knowledge of more than one domestic and foreign languages can prove an added asset for an Airport Ground Staff as he has to meet people from different regions knowing different Languages. Airport Ground Staff must possess a calm and friendly personality, ability to handle people and their belonging to pressure conditions. Above all Airport Ground Staff must possess good health, energy, and stamina for working long and irregular hours as they are responsible for every little work of the passenger once they are landed. Age- 18 to 45 Qualification- 12th any stream followed by Diploma,Graduate or PG Diploma course. Cabin Crew Job Description You will need excellent communication skills in order to understand and see to your customers needs, especially in the case of an emergency. Cabin crew need to be dedicated to excellent customer service as their main role is to provide a comfortable and safe experience for their passengers. Cabin crew members need to work together as a team to make sure that all passengers are looked after and comfortable. Numeracy skills are useful for handling money. In the case of an emergency, it is essential that cabin crew have the ability to remain calm. The ability to deal with a range of people in a polite but firm way is important in such a confined working environment. Age- 18 to 45 Air-Ticketing job Duties Ticket agents greet airline customers, help check baggage, and assign seats on the aircraft. This role involves a large amount of customer service as well as lifting larger bags onto the belt behind the counter. These airline representatives are responsible for handling ticket reservations, cancellations, alterations, and informing customers when a flight has been delayed or cancelled .Even under stressful conditions, a ticket agent is expected to maintain a well groomed appearance and a polite manner. The type of uniform is usually dependent on the airline. The ticket agent is also expected to be able to stand up for hours at a time and frequently lift between 50 and 100 pounds of luggage. Job Qualifications A high school diploma is necessary to get a job as a ticket agent, though a two year college degree is generally preferred. Basic computer skills and experience in customer service are usually necessary and some airlines may require experience with a foreign language. Most airlines have a minimum age requirement of 18 to 45 years old. Schedule flexibility is helpful, and overtime and holiday work is typical. Drug tests are usually mandatory prior to employment and a background check by the FAA is also likely. Age- 18 to 45 Best Regards, (HR Team)"
214,IOS Application Developer,Growing Careers,4-6 years,Not Specified,"1. 5+ Years of experience in Swift, Objective-C and Cocoa Touch2. 3+ Experience with iOS frameworks such as Core Data, Core Animation, etc.3. Experience with offline storage, threading, and performance tuning4. Familiarity with restful APIs to connect iOS applications to back-end services5. Knowledge of other web technologies and UI/UX standards"
215,hiring for Admin//Front office//HR Executive//Ground Staff//Air Ticketing Job,Company Name Confidential,0-5 years,340000 - 950000 INR,"Job DescriptionJob Description,Ground Staff Job Description::Airport Ground Staff must have the ability to handle the situation in every condition along with diplomatic Abilities, the flexibility of attitude, great communication, and organizing skills which are the most essential qualities needed for Airport Ground Staff as they spend much of their time in interacting with air passengers.Knowledge of more than one domestic and foreign languages can prove an added asset for an Airport Ground Staff as he has to meet people from different regions knowing different Languages.Airport Ground Staff must possess a calm and friendly personality, ability to handle people and their belonging to pressure conditions.Above all Airport Ground Staff must possess good health, energy, and stamina for working long and irregular hours as they are responsible for every little work of the passenger once they are landed.Age- 18 to 45Qualification- 12th any stream followed by Diploma,Graduate or PG Diploma course.Cabin Crew Job DescriptionYou will need excellent communication skills in order to understand and see to your customers needs, especially in the case of an emergency.Cabin crew need to be dedicated to excellent customer service as their main role is to provide a comfortable and safe experience for their passengers.Cabin crew members need to work together as a team to make sure that all passengers are looked after and comfortable.Numeracy skills are useful for handling money.In the case of an emergency, it is essential that cabin crew have the ability to remain calm.The ability to deal with a range of people in a polite but firm way is important in such a confined working environment.Age- 18 to 45Air-Ticketing job DutiesTicket agents greet airline customers, help check baggage, and assign seats on the aircraft. This role involves a large amount of customer service as well as lifting larger bags onto the belt behind the counter. These airline representatives are responsible for handling ticket reservations, cancellations, alterations, and informing customers when a flight has been delayed or cancelled .Even under stressful conditions, a ticket agent is expected to maintain a well groomed appearance and a polite manner. The type of uniform is usually dependent on the airline. The ticket agent is also expected to be able to stand up for hours at a time and frequently lift between 50 and 100 pounds of luggage.Job QualificationsA high school diploma is necessary to get a job as a ticket agent, though a two year college degree is generally preferred. Basic computer skills and experience in customer service are usually necessary and some airlines may require experience with a foreign language. Most airlines have a minimum age requirement of 18 to 45 years old. Schedule flexibility is helpful, and overtime and holiday work is typical. Drug tests are usually mandatory prior to employment and a background check by the FAA is also likely.Age- 18 to 45If you are interested for this job pleaseBest Regards,(HR Team)"
216,hiring for Admin//Front office//HR Executive//Ground Staff//Air Ticketing Job,Company Name Confidential,0-5 years,340000 - 950000 INR,"Job DescriptionJob Description,Ground Staff Job Description::Airport Ground Staff must have the ability to handle the situation in every condition along with diplomatic Abilities, the flexibility of attitude, great communication, and organizing skills which are the most essential qualities needed for Airport Ground Staff as they spend much of their time in interacting with air passengers.Knowledge of more than one domestic and foreign languages can prove an added asset for an Airport Ground Staff as he has to meet people from different regions knowing different Languages.Airport Ground Staff must possess a calm and friendly personality, ability to handle people and their belonging to pressure conditions.Above all Airport Ground Staff must possess good health, energy, and stamina for working long and irregular hours as they are responsible for every little work of the passenger once they are landed.Age- 18 to 45Qualification- 12th any stream followed by Diploma,Graduate or PG Diploma course.Cabin Crew Job DescriptionYou will need excellent communication skills in order to understand and see to your customers needs, especially in the case of an emergency.Cabin crew need to be dedicated to excellent customer service as their main role is to provide a comfortable and safe experience for their passengers.Cabin crew members need to work together as a team to make sure that all passengers are looked after and comfortable.Numeracy skills are useful for handling money.In the case of an emergency, it is essential that cabin crew have the ability to remain calm.The ability to deal with a range of people in a polite but firm way is important in such a confined working environment.Age- 18 to 45Air-Ticketing job DutiesTicket agents greet airline customers, help check baggage, and assign seats on the aircraft. This role involves a large amount of customer service as well as lifting larger bags onto the belt behind the counter. These airline representatives are responsible for handling ticket reservations, cancellations, alterations, and informing customers when a flight has been delayed or cancelled .Even under stressful conditions, a ticket agent is expected to maintain a well groomed appearance and a polite manner. The type of uniform is usually dependent on the airline. The ticket agent is also expected to be able to stand up for hours at a time and frequently lift between 50 and 100 pounds of luggage.Job QualificationsA high school diploma is necessary to get a job as a ticket agent, though a two year college degree is generally preferred. Basic computer skills and experience in customer service are usually necessary and some airlines may require experience with a foreign language. Most airlines have a minimum age requirement of 18 to 45 years old. Schedule flexibility is helpful, and overtime and holiday work is typical. Drug tests are usually mandatory prior to employment and a background check by the FAA is also likely.Age- 18 to 45If you are interested for this job pleaseBest Regards,(HR Team)"
217,Cluster Manager - Payments - Technology/Senior Cluster Manager - Payments - Technology,Bajaj Finance Limited,4-7 years,Not Specified,"Job Summary  . Cluster Manager - Payments - Technology/Senior Cluster Manager - Payments - Technology  Job Purpose  This position is open with Bajaj finance limited BFL is building a Payment Gateway for Merchants. The Objective of the individual is to deliver a payment gateway which should be at par with the industry. The Objective of the team/individual is to deliver the seamless Payment Gateway and its integration. The individual/team is responsible for delivering high volume & scalable architecture with up rate to 100%.  Job Duties & Key Responsibilities  . Duties and Responsibilities - . Actively contribute to project development. . Write optimized and bug free & scalable code . Add unit test cases and maintain existing ones. . Good understanding of REST APIs . . Strong knowledge of data structures algorithms enterprise systems asynchronous architectures and object-oriented programming . Participate in team activities like brainstorming new ideas code reviews etc. . Help team members in resolving issues and empowering them to work independently. . Take part in development opportunities in terms of trainings assignments to the team members to enhance functional and technical knowledge . Proficient with Swift and Objective C and Cocoa Touch . Experience with iOS frameworks such as Core Data Core Animation etc. . Experience with offline storage threading and performance tuning . Understanding of Apple's design principles and interface guidelines . Experience with performance and memory tuning with tools . Familiarity with cloud message APIs and push notifications . Proficient understanding of code versioning tools 4. MAJOR CHALLENGES (Challenges faced on an on-going basis in carrying out the job) . Owing to the nature of business getting professionally trained/ experienced talent with IT skills is critical to drive success of projects driven 5. DECISIONS (Key decisions taken by job holder at his/her end) Following decisions are taken by the role: . Decisions regarding project development . Decision of new technologies/ platforms Project Architecture . Taking code ownership within the team 6. DIMENSIONS (Key numerical data which will reflect the scope and scale of activities concerning this job) Financial Dimensions (FY 20) (These should be quantifiable numerical amounts) . NA Other Dimensions (FY 20) (Significant volume dimensions associated with the job) . Total Team Size: TBA . Number of Direct Reports: TBA . Number of Outsourced employees: TBARequired Qualifications and Experience  . 7. SKILLS AND KNOWLEDGE (Minimum acceptable proficiency for this job which best indicates the education and/or experience requirements of this job and not the incumbent) Educational Qualifications a) Educational Qualifications . Graduation . Work Experience . Minimum 4 years of experience in active project development life cycle . Proficient with Swift and Cocoa Touch . Experience with iOS frameworks such as Core Data, Core Animation, etc. . Experience with offline storage, threading, and performance tuning . Familiarity with RESTful APIs to connect iOS applications to back-end services . Knowledge of other web technologies and UI/UX standards . Understanding of Apple's design principles and interface guidelines . Experience with performance and memory tuning with tools . Familiarity with cloud message APIs and push notifications . Knack for benchmarking and optimization . Proficient understanding of code versioning tools - such as Git, Mercurial or SVN"
218,Urgent recruitment for Ground Staff and freshers,Company Name Confidential,0-1 years,470000 - 840000 INR,"Job Description,Ground Staff Job Description:: Airport Ground Staff must have the ability to handle the situation in every condition along with diplomatic Abilities, the flexibility of attitude, great communication, and organizing skills which are the most essential qualities needed for Airport Ground Staff as they spend much of their time in interacting with air passengers. Knowledge of more than one domestic and foreign languages can prove an added asset for an Airport Ground Staff as he has to meet people from different regions knowing different Languages. Airport Ground Staff must possess a calm and friendly personality, ability to handle people and their belonging to pressure conditions. Above all Airport Ground Staff must possess good health, energy, and stamina for working long and irregular hours as they are responsible for every little work of the passenger once they are landed. Age- 18 to 45 Qualification- 12th any stream followed by Diploma,Graduate or PG Diploma course. Cabin Crew Job Description You will need excellent communication skills in order to understand and see to your customers needs, especially in the case of an emergency. Cabin crew need to be dedicated to excellent customer service as their main role is to provide a comfortable and safe experience for their passengers. Cabin crew members need to work together as a team to make sure that all passengers are looked after and comfortable. Numeracy skills are useful for handling money. In the case of an emergency, it is essential that cabin crew have the ability to remain calm. The ability to deal with a range of people in a polite but firm way is important in such a confined working environment. Age- 18 to 45 Air-Ticketing job Duties Ticket agents greet airline customers, help check baggage, and assign seats on the aircraft. This role involves a large amount of customer service as well as lifting larger bags onto the belt behind the counter. These airline representatives are responsible for handling ticket reservations, cancellations, alterations, and informing customers when a flight has been delayed or cancelled .Even under stressful conditions, a ticket agent is expected to maintain a well groomed appearance and a polite manner. The type of uniform is usually dependent on the airline. The ticket agent is also expected to be able to stand up for hours at a time and frequently lift between 50 and 100 pounds of luggage. Job Qualifications A high school diploma is necessary to get a job as a ticket agent, though a two year college degree is generally preferred. Basic computer skills and experience in customer service are usually necessary and some airlines may require experience with a foreign language. Most airlines have a minimum age requirement of 18 to 45 years old. Schedule flexibility is helpful, and overtime and holiday work is typical. Drug tests are usually mandatory prior to employment and a background check by the FAA is also likely. Age- 18 to 45 Best Regards, (HR Team)"
219,Apple iOS Application Development Application Developer,Accenture,3-4 years,Not Specified,job description is not available for this job
220,Urgent Hiring for the jobs for the position of Air Ticketing / Ground Staff / Cabin Crew,Company Name Confidential,2-12 years,240000 - 880000 INR,"Job Description, Ground Staff Job Description:: Airport Ground Staff must have the ability to handle the situation in every condition along with diplomatic Abilities, the flexibility of attitude, great communication, and organizing skills which are the most essential qualities needed for Airport Ground Staff as they spend much of their time in interacting with air passengers. Knowledge of more than one domestic and foreign languages can prove an added asset for an Airport Ground Staff as he has to meet people from different regions knowing different Languages. Airport Ground Staff must possess a calm and friendly personality, ability to handle people and their belonging to pressure conditions. Above all Airport Ground Staff must possess good health, energy, and stamina for working long and irregular hours as they are responsible for every little work of the passenger once they are landed. Age- 18 to 45 Qualification- 12th any stream followed by Diploma,Graduate or PG Diploma course. Cabin Crew Job Description You will need excellent communication skills in order to understand and see to your customers needs, especially in the case of an emergency. Cabin crew need to be dedicated to excellent customer service as their main role is to provide a comfortable and safe experience for their passengers. Cabin crew members need to work together as a team to make sure that all passengers are looked after and comfortable. Numeracy skills are useful for handling money. In the case of an emergency, it is essential that cabin crew have the ability to remain calm. The ability to deal with a range of people in a polite but firm way is important in such a confined working environment. Age- 18 to 45 Air-Ticketing job Duties Ticket agents greet airline customers, help check baggage, and assign seats on the aircraft. This role involves a large amount of customer service as well as lifting larger bags onto the belt behind the counter. These airline representatives are responsible for handling ticket reservations, cancellations, alterations, and informing customers when a flight has been delayed or cancelled .Even under stressful conditions, a ticket agent is expected to maintain a well groomed appearance and a polite manner. The type of uniform is usually dependent on the airline. The ticket agent is also expected to be able to stand up for hours at a time and frequently lift between 50 and 100 pounds of luggage. Job Qualifications A high school diploma is necessary to get a job as a ticket agent, though a two year college degree is generally preferred. Basic computer skills and experience in customer service are usually necessary and some airlines may require experience with a foreign language. Most airlines have a minimum age requirement of 18 to 45 years old. Schedule flexibility is helpful, and overtime and holiday work is typical. Drug tests are usually mandatory prior to employment and a background check by the FAA is also likely. Age- 18 to 45 Best Regards, (HR Team)"
221,Airport Jobs Opening/Duty Manager/Cabin Crew/Ground Staff/Air Hostess,Company Name Confidential,2-12 years,240000 - 880000 INR,"Job Description Send me similar jobs Job Description (Urgent opening for Any Under Grad/Graduated holders) Dear candidates, 1)Requirement available in Air Ticketing / Ground Staff/ Cabin Crew/ Air Hostes. 2)Qualification:-Any Under Grad/Graduated (Freshers) 3)Vacancies:-10 4)Job Location:- Rajasthan, Punjab ,Bihar,Jharkhand,Madhya Pradesh,Kolkata,Mumbai,Pune,Hyderabad,Bangalore, 5)Experience:-Freshers 6)Salary: - As per Industry 7)Duty: - 8 hoursRegards, HR Department"
222,Microsoft XR Design User Experience Engineer,Accenture,3-4 years,Not Specified,job description is not available for this job
223,Extended Reality Content Development User Experience Designer,Accenture,4-6 years,Not Specified,job description is not available for this job
224,iOS developer,Dreambig It Solutions India Private Limited,3-8 years,300000 - 1700000 INR,"Urgent Hiring for iOS Developer / Senior iOS Developer (Objective C, Swift) Budget - 17 LPA Required Experience - 3-10 Years Mandatory Skills - Objective C, Kotlin Location - Chennai, Bangalore, Pune, Delhi Ncr, Chandigarh, Mumbai, Ahamdabad , Indore (Work From Office) Notice Period - Immediate / Max. 30 DaysResponsibilities Design and build advanced applications for the iOS platform Collaborate with cross-functional teams to define, design, and ship new features. Unit-test code for robustness, including edge cases, usability, and general reliability. Work on bug fixing and improving application performance. Continuously discover, evaluate, and implement new technologies to maximize development efficiency.Requirements and skills BS/MS degree in Computer Science, Engineering or a related subject Proven working experience in software development Working experience in iOS development Have published one or more iOS apps in the app store A deep familiarity with Objective-C and Cocoa Touch Experience working with iOS frameworks such as Core Data, Core Animation, Core Graphics and Core Text Experience with third-party libraries and APIs Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies Solid understanding of the full mobile development life cycle Contact -8447000143"
225,Team Lead/Consultant-Creative Services,Accenture,7-11 years,Not Specified,job description is not available for this job
226,CN - Strategy - MC - Comms & Media - 06,Accenture,Not Specified,Not Specified,job description is not available for this job
227,Microsoft XR Development Application Developer,Accenture,8-10 years,Not Specified,job description is not available for this job
228,designers and developers Req,I2canz Outsourcing Private Limited,2-10 years,2950000 - 4029999 INR,"This group performs some or all of the following duties: Consult with clients to develop and document Web site requirements Prepare mock-ups and storyboards Develop Web site architecture and determine hardware and software requirements Source, select and organize information for inclusion and design the appearance, layout and flow of the Web site Create and optimize content for the Web site using a variety of graphics, database, animation and other software Plan, design, write, modify, integrate and test Web site related code Conduct tests and perform security and quality controls May lead and co-ordinate multidisciplinary teams to develop Web site graphics, content, capacity and interactivity May research and evaluate a variety of interactive media software products."
229,"Web Designing,Web Designer,Graphics Designer",Company Name Confidential,0-5 years,250000 - 650000 INR,"Job Description Responsible for conceptualization, design and production of corporate collaterals including brochures, newsletters, posters, web sites, identity systems and promotional campaigns for print and web. Fluency in current graphic design practices and web production software, such as Adobe Photoshop, Adobe Illustrator, Adobe After Effects. Ability to create superior, original designs for the web. Sound understanding of client deliverables and the ability to take responsibility for them. Strong technical knowledge of how web-based technologies apply to web design such as HTML, Flash, Flash Basic Action Script, CSS, and Web 2. 0. Possess the knowledge and experience of UI Design, Flash Banners and Web E-Mailers. Ability to convert design into HTML manually, with browser compatibility. Create design specifications document. Create media review checklist. Develop prototypes. Create animation/ static image templates. Provide expertise to Instructional Designers for media related requirements."
230,"Web Designing,Web Designer,Graphics Designer",Company Name Confidential,0-5 years,250000 - 650000 INR,"Job Description Responsible for conceptualization, design and production of corporate collaterals including brochures, newsletters, posters, web sites, identity systems and promotional campaigns for print and web. Fluency in current graphic design practices and web production software, such as Adobe Photoshop, Adobe Illustrator, Adobe After Effects. Ability to create superior, original designs for the web. Sound understanding of client deliverables and the ability to take responsibility for them. Strong technical knowledge of how web-based technologies apply to web design such as HTML, Flash, Flash Basic Action Script, CSS, and Web 2. 0. Possess the knowledge and experience of UI Design, Flash Banners and Web E-Mailers. Ability to convert design into HTML manually, with browser compatibility. Create design specifications document. Create media review checklist. Develop prototypes. Create animation/ static image templates. Provide expertise to Instructional Designers for media related requirements."
231,Microsoft XR Design User Experience Engineer,Accenture,3-4 years,Not Specified,job description is not available for this job
232,Sr. Developer React-Node- Front End,NTT Data,4-7 years,Not Specified,"A professional who is expert in ReactJS / React Native. Developing user interface components and implementing them will be the primary responsibility. Focus on collaborative problem solving, quality of design and implementation is crucial. Final HTML pages with CSS and animation will be a key responsibility. Expected to work with back-end developer and other interface teams to build complete integrated frontend. Translate and Build the designs and Wireframes into high quality responsive UI code. Design and Build sophisticated and highly scalable apps Understanding of different Layouts and ability to develop complex UI with Design Standards Skills Must have'sRelevant experience: 4+ years experience with frontend single page application development and/or React Native mobile application. Expert with HTML5 & CSS3Proficient with ES5 & ES6 & TypescriptGood understanding of JavaScript, including DOM manipulation and the JavaScript object modelAuthentication & Authorization mechanisms with OAuth2, JSON Web Token etc. Implemented Internationalization on actual projects.Skilled with NPM.Creating configuration, build, and test scripts for Continuous Integration environments.Expert with different Layouts and ability to develop complex UI with Design StandardsWorking knowledge of consuming third-party APIs, JSON parsing.Follow the best practices while developing the app and keeping everything structured and well documented.Ensure security guidelines are always followed while developing the app.Practiced TDD in projects executed till date.Versioning tools: Git, SVN, BitBucketReactJS Proficient in ReactJS with core Principals and commonly used modules (Material UI, Enzyme, React Virtualized, React DnD etc) Proficient with RESTful API concepts. Design and implementation API's using NodeJS and common node modules.Good exposure using Cloud DB services Viz. MongoDB, AWS RDS ( MySQL, PostgreSQL), DynamoDB etc.Application Integration with AWS SNS, SQS.Expert with ReactJS Workflows (FLUX, REDUX etc.)Deep understanding of tools like Babel, Webpack and linting frameworks.Understanding of reducing bundle of React application for production.Test frameworks / tools: Jest, Mocha, Chai, Jasmine & Karma, Cypress, PuppeteerReact Native Architect, build and maintain excellent React Native applications with clean code.Good grip on common libraries such as NativeBase, Teaset, Mapview etc.Implement perfect UI's that match designs.Working with local database like SQLite / Room etc.Write efficient queries for SQLite.Working experience with native modules.Test frameworks / tools: Jest, Detox, Jasmine & Karma, Appium"
233,Air Ticketing Executive//Cabin Crew//Ground Staff//Air Hostess Activities//Airport Management,Company Name Confidential,0-5 years,340000 - 950000 INR,"Job DescriptionJob Description,Ground Staff Job Description::Airport Ground Staff must have the ability to handle the situation in every condition along with diplomatic Abilities, the flexibility of attitude, great communication, and organizing skills which are the most essential qualities needed for Airport Ground Staff as they spend much of their time in interacting with air passengers.Knowledge of more than one domestic and foreign languages can prove an added asset for an Airport Ground Staff as he has to meet people from different regions knowing different Languages.Airport Ground Staff must possess a calm and friendly personality, ability to handle people and their belonging to pressure conditions.Above all Airport Ground Staff must possess good health, energy, and stamina for working long and irregular hours as they are responsible for every little work of the passenger once they are landed.Age- 18 to 45Qualification- 12th any stream followed by Diploma,Graduate or PG Diploma course.Cabin Crew Job DescriptionYou will need excellent communication skills in order to understand and see to your customers needs, especially in the case of an emergency.Cabin crew need to be dedicated to excellent customer service as their main role is to provide a comfortable and safe experience for their passengers.Cabin crew members need to work together as a team to make sure that all passengers are looked after and comfortable.Numeracy skills are useful for handling money.In the case of an emergency, it is essential that cabin crew have the ability to remain calm.The ability to deal with a range of people in a polite but firm way is important in such a confined working environment.Age- 18 to 45Air-Ticketing job DutiesTicket agents greet airline customers, help check baggage, and assign seats on the aircraft. This role involves a large amount of customer service as well as lifting larger bags onto the belt behind the counter. These airline representatives are responsible for handling ticket reservations, cancellations, alterations, and informing customers when a flight has been delayed or cancelled .Even under stressful conditions, a ticket agent is expected to maintain a well groomed appearance and a polite manner. The type of uniform is usually dependent on the airline. The ticket agent is also expected to be able to stand up for hours at a time and frequently lift between 50 and 100 pounds of luggage.Job QualificationsA high school diploma is necessary to get a job as a ticket agent, though a two year college degree is generally preferred. Basic computer skills and experience in customer service are usually necessary and some airlines may require experience with a foreign language. Most airlines have a minimum age requirement of 18 to 45 years old. Schedule flexibility is helpful, and overtime and holiday work is typical. Drug tests are usually mandatory prior to employment and a background check by the FAA is also likely.Age- 18 to 45If you are interested for this job pleaseBest Regards,(HR Team)"
