SN,Title,Company,Experience,Salary,Description
229,Sales Coordinator,Connecting Work HR Solutions Private Limited,5-10 years,300000 - 500000 INR,"ResponsibilitiesBoost sales productivity by refining customer segmentation, simplifying the sales process and identifying pain points at every stage of the sales funnel.Track and analyse KPIs for growth, win/loss rates, upsells, renewals, and quota attainment and identify individual performance areas for improvement.Manage sales contracts, track customers and coordinate cross-functional activities across departments.Present quarterly progress reports to stakeholders with actionable sales goals.Collaborate with Sales and Marketing teams to define lead qualification process and analyse.Campaign performance.Form strong relationships and maintain regular contact with Sales Managers, Sales Representatives and Sales Executives.Collaborate with Finance, HR, CSM and Sales to develop sales initiatives programs.On-board, train and mentor the new sales team members.Develop sales-related resource documents, including training manuals, procedures and policies.Scout and build relationships with companies that share the same target group.Create strategic partnerships with companies.Requirements5 years experience in sales or business roles.3 years experience in sales operations.Bachelor's degree in sales or business-related field OR the equivalent in work experience.Strong understanding of high-level strategic direction and sales goals.Proven excellence in multi-tasking, prioritizing projects and meeting deadlines and goals.Confident with onboarding, training, and mentoring the sales team at every stage of their careers.Experience with CRM systems.Proficiency with digital analysis platforms."
230,Trainer Faculty - SEWING MACHINE OPERATOR,Ace Skill Development Private Limited,2-3 years,Not Specified,"TRAINER  SEWING MACHINE OPERATOR Location:	Thoraipakkam Qualification: 	12th with Diploma/Certificate course in Tailoring 	Aptitude for conducting training, and ensure competent, employable candidate. Strong communication skills, interpersonal skills, ability to work as part of a team; a passion for earn and keep oneself updated with the latest in the mentioned field quality and for developing others; well-organised and focused. Experience:	2 years industry level experience in Tailoring and 2 years teaching experience. Roles & Responsibility:  	Ensure to achieve regular attendance of candidates 	Ensure quality training to candidates 	Maintain Academic Documents related to batch 	Ensure to comply all documents formality of candidates. 	Assistance in Placement."
231,Social Studies Teacher,Centaur Recruiters,2-6 years,250000 - 500000 INR,"Responsible for preparing and implementing a full educational teaching plan according to the Institute's requirements. It will be fundamental to provide knowledge and instruction to students while also helping them develop their personalities and skills. Present lessons in a comprehensive manner and use visual/audio means to facilitate learning. Provide individualized instruction to each student by promoting interactive learning. Create and distribute educational content (notes, summaries, assignments etc.) Assess and record student's progress and provide grades and feedback Maintain a tidy and orderly classroom Collaborate with other teachers, parents and stakeholders and participate in regular meetings Plan and execute educational in-class and outdoor activities and events Observe and understand student's behavior and psyche and report suspicions of neglect, abuse etc. Develop and enrich professional skills and knowledge by attending seminars, conferences etc. Requirements Proven experience as a teacher Thorough knowledge of teaching best practices and legal educational guidelines partnered with a willingness to follow the schools policies and procedures Excellent communicability and interpersonal skills Well-organized and committed Creative and energetic Strong moral values and discipline Degree in teaching or in a specialized subject with a certificate in education"
232,Librarian Required In Canada | Singapore,Cloud Visa Immigration LLP,3-12 years,5000000 - 7000000 INR,"Call & WhatsApp To Ms.Sneha (HR)-9311529770Collect and catalog library resources including books, films, and publications.Help people locate reference and leisure reading materials.Maintain library records and ensure it is updated.Perform regular audits of the information and inventory on file.Educate patrons on how to properly search for information using the library databases.Manage budgeting, planning, and employee activities.Oversee the check-out process for books and other resource materials.Organize and host book sales, author signings, and other reading events.Clarify the use of library amenities and provide information about library policies.Make sure the library meets the needs of precise groups of users including postgraduate students and disabled students."
233,"Trainer, Medical transcription",Teletech Customer Care Management Philippiness Inc,Not Specified,Not Specified,"Job Description :At TTEC, we're all about the Human Experience. Elevated. As a Trainer (Ahemdabad, Hybrid mode), you'll be a part of creating and delivering amazing customer experiences while you also #ExperienceTTEC, an award-winning employment experience and company culture. What You'll be Doing Do you have a passion to train and guide others towards best practices Do you love helping set someone up for success In this role, you'll support and actively engage new hires in a training environment to develop their knowledge of our values, employee workspaces, time keeping apps, and training on client products and procedures. You'll work to make sure each employee is set up for success as they start their new role by teaching, testing, and monitoring absence and attendance throughout the training process. You'll report to the Training Manager. We're looking for a Trainer to welcome and excite new hires as they start their new careers. During a Typical Day, You'll Inspire and motivate learners to reach for amazing  Mentor and coach new hires within client training goals and time frames  Bring your interest in helping others to start their career journeys successfully  Deliver high quality client product training  What You Bring to the Role 6 months or more in training andmedical transcription process or call center experience  Team building and nurturing an inclusive learning environment  Engage and support your trainees in making sure they have the proper tools and systems knowledge to accomplish day-to-day tasks  High school diploma or equivalent  Computer savvy  What You Can Expect Knowledgeable, encouraging, supporting and present leadership  Diverse and community minded organization  Career-growth and lots of learning opportunities for aspiring minds  And yes... all the competitive compensation, performance bonus opportunities, benefits you'd expect and maybe a few that would pleasantly surprise you  About TTEC Our business is about making customers happy. That's all we do. Since 1982, we've helped companies build engaged, pleased, profitable customer experiences powered by our combination of humanity and technology. On behalf of many of the world's leading iconic and disruptive brands, we talk, message, text, and video chat with millions of customers every day. These exceptional customer experiences start with you."
234,TRAINER IN MOBILE PHONE REPAIRING,Ace Skill Development Private Limited,1-3 years,Not Specified,"TRAINER IN MOBILE PHONE REPAIRINGLocation: TiruvannamalaiQualification: Diploma/Polytechnic (EC/EE/EI), B.Tech (EC/EL), B.Sc (Eletronics/EI/EE/General), M.Sc (EC/EE/EI/EN).Aptitude for conducting training, and pre/post work to ensure competent, employable candidates at the end of the training. Strong communication skills, interpersonal skills, ability to work as part of a team; a passion for earn and keep oneself updated with the latest in the mentioned field quality and for developing others; well-organised and focused.Experience: 1 year hard-core experience to repair mobile phones in any Service Centre and 1 year teaching experience required.Roles & Responsibility:	Enrolment	Training the Candidates	Certification	Ensure OJT of each & every candidate by co-ordinating with Placement Manager	Assistance in Placement"
235,IELTS/PTE Trainer,Company Name Confidential,1-11 years,Not Specified,"Full Time Offline IELTS/PTE Trainer for a UK recruitment agency.Proficiency in English communication is a must.Candidates with a score of 7.0 or above in IELTS OR 70 or above in PTE are preferred.Students are to be taughtspoken English as well as IELTS and PTEPreparing lesson plans for the PTE and IELTS programmes.Directing the class and planning the lessons that will be taught to the students.Creating and assigning test, exam, and exercise materials.Marking assignments and giving pupils the right kind of feedback.IELTS or PTE teaching experience of at least one to two years is advised.Simple administrative tasks include maintaining student registration lists and attendance logs."
236,"Faculty - Physics, Chemistry, Mathematics & Biology",Centaur Recruiters,2-10 years,800000 - 2200000 INR,Timely Completion of syllabus of the Batch Weekly meetings with the management.Getting monthly record keeping of tests and attendance through Batch CoordinatorsTo take the doubts of students regularly.Ensuring retention of students for whole sessionTo meet parents of weak students once in 15 daysTo meet parents of Toppers for Results and Conversions once in 15 daysParent - Teacher Meeting (thrice/or more in an Academic Session)Planning and preparing lessonsEncouraging student participationResearching and developing new teaching materials
237,Freelance- Igcse-AS/A level Spanish Tutor (Remote) Ed-tech,Orbis Hospitality Services Pvt. Ltd,3-8 years,Not Specified,"Job DescriptionRoles and ResponsibilitiesHiring for IGCSE- AS/A level Spanish tutor, Before applying kindly answer the following -- Highest qualification in the Spanish language- Have you taught online - No. of hrs. you can provide in a weekDrop answers & CV to [Confidential Information]Desired Candidate ProfilePerks and Benefits"
238,"Biology Specialist, Amazon Academy",Amazon,5-8 years,Not Specified,"Job Description :Job summaryWe are looking for an experienced content expert for Biology to join our fast-growing team. The ideal candidate will have experience teaching students and creating/ curating high quality content, preferably for competitive exams like NEET, CBSE/ICSE boards, etc. The candidate should be able to categorize questions into the appropriate topic and concept and be able to find the most appropriate solution, including the ability to provide quick and easy solutions to a given problem, write content in well structured and interesting manner. The candidate should also be able to identify the sequence of steps and hints that could help a student to solve the problem and the right content for a module.Role and Responsibilities:Create Biology modules- learning artifacts, new questions and solutionsBe an expert to consult on Biology-related contentClassify a question into the right topic and concept bucketClassify a question as Easy, Intermediate, or Difficult based on a set of parametersDefine tenets for the above classificationsCreate hints to solve a given problemAdvise the team on all content related questionsAble to provide quick solutions to problemsAble to solve academic queries raised by studentsBasic Qualifications :5+ years of experience teaching students and creating/ curating high quality content, preferably for competitive exams like NEET, CBSE/ICSE boards.Extensive knowledge of the course and curriculum of grade 9 to 12 and entrance exams like NEET.Experience with teaching different levels of students (Grade 9 to 12)Good communication, reading, comprehension, and writing skillsExperience teaching students and creating/ curating high quality content in a reputed institute.Preferred Qualifications :1.Bachelor's Degree / Masters degree in Biology or equivalent preferred2. Experience in a classroom setting or as a teacher3. Experience in reviewing and editing curriculum of the highest quality"
239,"Manager, Software Engineering",Mastercard,8-11 years,Not Specified,"Our PurposeWe work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest potential. Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. We cultivate a culture of inclusion (https://www.mastercard.us/en-us/vision/who-we-are/diversity-inclusion.html) for all employees that respects their individual strengths, views, and experiences. We believe that our differences enable us to be a better team - one that makes better decisions, drives innovation and delivers better business results. Job TitleManager, Software Engineering About the Role We are looking for a Software Engineering Manager to build the highly available and heavy traffic fault tolerant applications using Java, Spring and Spring Boot technologies. You'll get to work with cutting-edge technologies like Kubernetes, Docker, and AWS, and will help design and build a next-generation platform to advance the lending industry. Our software engineering team is rapidly growing and looking for a manager to lead a fast paced, high-energy team. We want people who take their craft seriously, have a passion for building great solutions, and enjoy working with a team of like minded individuals. You'll work on an Agile team alongside some really cool developers and product people. Most importantly, you'll get to write clean code that works. If you are an experienced engineering leader who loves solving complex business problems and believes planning, hard work, teamwork and quality is what it takes to succeed, then this is the job for you. What You'll Do . Do regular code reviews, apply best industry standards and ensure the application adheres to those standards. . Work with the DevOps team to release and deploy specific software applications or partial modules on production servers as per the release schedules and business requirements. . Work with the business team to compile business requirements and help in designing optimized technical solutions. . Take part in regular meetings with project managers and business analysts to analyse and optimize product designs and roadmaps. . Work with the team and mentor team members by sharing and teaching your technical expertise. . Coordinate with team members working at different geographical locations and communicate about the requirements, existing bugs, enhancements, code reviews, and technical research notes. . Be an engineering leader and promote new technologies, as appropriate, within the organization. . Implements complicated systems and software components, in compliance with Agile and Services Oriented Architecture standards, utilizing expertise in the Java programming language and related development frameworks, REST principles, and MySQL. . Maintains an expert-level understanding of Java application development best practices, tools, and programming techniques. Keeps current with new developments in the financial technology industry and may lead development of departmental standards and methodologies. . Uses extensive experience and specialized software development knowledge to plan and accomplish necessary project tasks, may provide consultation on a variety of complex software development projects and is considered to be a top-level specialist . Works with external software suppliers to coordinate software integration and resolution of problems. What You'll Need to Be Successful . 8 years of software Java experience in Java Application development . At least 3 years experience with Web services REST or SOAP . At least 3 years experience with JEE, Spring/Spring Boot or Hibernate Experience building service-oriented solutions and RESTful micro services. . Strong understanding of Java multithreading, concurrency, and memory management . Familiarity with front-end technologies such as JSP, JSTL, HTML, CSS and JavaScript. . Experience with writing both unit tests and integration tests . Knowledge and experience with web servers and application servers such as Apache Tomcat. . Experience with AGILE and SCRUM methodologies. . Demonstrated aptitude for learning new technologies. . Ability to communicate and interface with technical and non-technical members of the organization. . Working knowledge in development tools and processes, such as source control, requirement spec, design and design review, debugging, unit test, system test, performance test, etc. . Bachelor's degree or higher in Computer Science, Information Systems or a related field required. . Experience in FinTech or related software products a plus. COVID-19 ConsiderationsWe value the safety of each member of our community because we know we're all in this together. In many locations, which may change over time, we've implemented a virtual hiring process and continue to interview candidates by video or phone. In addition, in some locations, only individuals who have been fully vaccinated will be permitted inside Mastercard offices until further notice. In the US, Mastercard is a government contractor, which may legally require most Mastercard employees to be vaccinated unless a verified approved medical or religious exemption is granted. Further, we are currently making every effort towards having employees return to work in the office 2 days per week, if that makes sense for their team. Everyone must be vaccinated to enter Mastercard offices at this time. Therefore, we expect all candidates to be vaccinated or to be approved for a medical or religious accommodation prior to commencing work at Mastercard. Corporate Security ResponsibilityAll activities involving access to Mastercard assets, information, and networks comes with an inherent risk to the organization and, therefore, it is expected that every person working for, or on behalf of, Mastercard is responsible for information security and must: Abide by Mastercard's security policies and practicesEnsure the confidentiality and integrity of the information being accessedReport any suspected information security violation or breach, andComplete all periodic mandatory security trainings in accordance with Mastercard's guidelines."
240,"Senior Delivery Manager, DevOps",Standard Chartered,Not Specified,Not Specified,"Role ResponsibilitiesThe DevOps Manager will be a key member of Trade Platform Engineering team and responsible for the overall DevOps platform framework implementation.The role holder will form a key part of a fast-paced, ambitious, delivery programme.Perform deep dive analysis, engineering and support on our Docker Swarm and Kubernetes container platforms.Also responsible for creating development and deployment pipelines in Jenkins, as well as automating processes using Ansible playbooks.Work closely with the Delivery Lead and Product Owner to ensure a healthy, refined Product Backlog for the team.Responsible for teaching and coaching Scrum Team.Ensure adherence to delivery schedules and attendance at Daily Stand-up meetings.Remove roadblocks and obstacles where the team is not able to do so.Assist the Product Owner in shielding the team from external interferences.Enable close cooperation across all roles and functions.Facilitate team member specialization and generalization of tasks.Monitor Sprint tasks to ensure success but does not create or assign tasks (the team creates and assigns tasks).Regularly and physically meets with the team members.Risk ManagementContinuous management of the Trade Application System risks.Proactively identify issues and actions.Monitor and remediate issues and actions from audits.Awareness of the regulatory world and knowledge of AML, Fraud, Screening, Data Quality needs and ensuring these are catered for in the functional design.GovernanceEnsure adherence to Systems Development Framework and control processes.Ensure delivery of all software artefacts.Key StakeholdersBusiness and Operations (Product Owners)Trade IT TeamInterface IT TeamsTechnology Services TeamsProduction Support TeamsOur Ideal CandidateBachelor&rsquos degree in Computer Science, Software Engineering, or equivalent degree.Mandatory SkillsNginx, NodeJS, Mule, Angular, Vault, Consul, Traefik, Kong, F5, Sysdig, Rundeck, Prometheus, Grafana, Golang, Elasticsearch, Logstash, Kibana, MongoDB, Kafka.Fundamental understanding of Unix/Linux operating systems, routing protocols and storage subsystems.Solid Technical skill on Pipeline as Code and Infrastructure as Code.Shell scripting and Java, C and Assembler experience is a plus.Solid Technical skill in Docker, Kubernetes, Ansible, Jenkins, Linux Networking.Experience in Production Support experience.NoSQL and RDBMS (MongoDB, Oracle, Postgres, Elasticsearch, etc).Software Development.Agile Development.Change Management.Continuous Integration / Deployment (CI / CD).Optional SkillsMachine Learning / AI / NLP experience.Prior ExperienceRelevant experience of more than10years.Banking / Fintech experience preferred.Trade Finance domain experience preferred.About Standard CharteredWe're an international bank, nimble enough to act, big enough for impact. For more than 160 years, we've worked to make a positive difference for our clients, communities, and each other. We question the status quo, love a challenge and enjoy finding new opportunities to grow and do better than before. If you're looking for a career with purpose and you want to work for a bank making a difference, we want to hear from you. You can count on us to celebrate your unique talents. And we can't wait to see the talents you can bring us.Our purpose, to drive commerce and prosperity through our unique diversity, together with our brand promise, to be here for good are achieved by how we each live our valued behaviours. When you work with us, you'll see how we value difference and advocate inclusion. Together we:Do the right thing and are assertive, challenge one another, and live with integrity, while putting the client at the heart of what we doNever settle, continuously striving to improve and innovate, keeping things simple and learning from doing well, and not so wellBe better together, we can be ourselves, be inclusive, see more good in others, and work collectively to build for the long termIn line with our Fair Pay Charter, we offer a competitive salary and benefits to support your mental, physical, financial and social wellbeing.Core bank funding for retirement savings, medical and life insurance, with flexible and voluntary benefits available in some locationsTime-off including annual, parental/maternity (20 weeks), sabbatical (12 weeks maximum) and volunteering leave (3 days), along with with minimum global standards for annual and public holiday, which is combined to 30 days minimumFlexible working options based around home and office locations, with flexible working patternsProactive wellbeing support through Unmind, a market-leading digital wellbeing platform, development courses for resilience and other human skills,global Employee Assistance Programme, sick leave, mental health first-aiders and all sorts of self-help toolkitsA continuous learning culture to support your growth, with opportunities to reskill and upskill and access to physical, virtual and digital learningBeing part of an inclusive and values driven organisation, one that embraces and celebrates our unique diversity, across our teams, business functions and geographies - everyone feels respected and can realise their full potential.Recruitment assessments - some of our roles use assessments to help us understand how suitable you are for the role you've applied to. If you are invited to take an assessment, this is great news. It means your application has progressed to an important stage of our recruitment process.Visit our careers website"
241,"Senior Delivery Manager, DevOps",Standard Chartered,Not Specified,Not Specified,"Role ResponsibilitiesThe DevOps Manager will be a key member of Trade Platform Engineering team and responsible for the overall DevOps platform framework implementation.The role holder will form a key part of a fast-paced, ambitious, delivery programme.Perform deep dive analysis, engineering and support on our Docker Swarm and Kubernetes container platforms.Also responsible for creating development and deployment pipelines in Jenkins, as well as automating processes using Ansible playbooks.Work closely with the Delivery Lead and Product Owner to ensure a healthy, refined Product Backlog for the team.Responsible for teaching and coaching Scrum Team.Ensure adherence to delivery schedules and attendance at Daily Stand-up meetings.Remove roadblocks and obstacles where the team is not able to do so.Assist the Product Owner in shielding the team from external interferences.Enable close cooperation across all roles and functions.Facilitate team member specialization and generalization of tasks.Monitor Sprint tasks to ensure success but does not create or assign tasks (the team creates and assigns tasks).Regularly and physically meets with the team members.Risk ManagementContinuous management of the Trade Application System risks.Proactively identify issues and actions.Monitor and remediate issues and actions from audits.Awareness of the regulatory world and knowledge of AML, Fraud, Screening, Data Quality needs and ensuring these are catered for in the functional design.GovernanceEnsure adherence to Systems Development Framework and control processes.Ensure delivery of all software artefacts.Key StakeholdersBusiness and Operations (Product Owners)Trade IT TeamInterface IT TeamsTechnology Services TeamsProduction Support TeamsOur Ideal CandidateBachelor&rsquos degree in Computer Science, Software Engineering, or equivalent degree.Mandatory SkillsNginx, NodeJS, Mule, Angular, Vault, Consul, Traefik, Kong, F5, Sysdig, Rundeck, Prometheus, Grafana, Golang, Elasticsearch, Logstash, Kibana, MongoDB, Kafka.Fundamental understanding of Unix/Linux operating systems, routing protocols and storage subsystems.Solid Technical skill on Pipeline as Code and Infrastructure as Code.Shell scripting and Java, C and Assembler experience is a plus.Solid Technical skill in Docker, Kubernetes, Ansible, Jenkins, Linux Networking.Experience in Production Support experience.NoSQL and RDBMS (MongoDB, Oracle, Postgres, Elasticsearch, etc).Software Development.Agile Development.Change Management.Continuous Integration / Deployment (CI / CD).Optional SkillsMachine Learning / AI / NLP experience.Prior ExperienceRelevant experience of more than10years.Banking / Fintech experience preferred.Trade Finance domain experience preferred.About Standard CharteredWe're an international bank, nimble enough to act, big enough for impact. For more than 160 years, we've worked to make a positive difference for our clients, communities, and each other. We question the status quo, love a challenge and enjoy finding new opportunities to grow and do better than before. If you're looking for a career with purpose and you want to work for a bank making a difference, we want to hear from you. You can count on us to celebrate your unique talents. And we can't wait to see the talents you can bring us.Our purpose, to drive commerce and prosperity through our unique diversity, together with our brand promise, to be here for good are achieved by how we each live our valued behaviours. When you work with us, you'll see how we value difference and advocate inclusion. Together we:Do the right thing and are assertive, challenge one another, and live with integrity, while putting the client at the heart of what we doNever settle, continuously striving to improve and innovate, keeping things simple and learning from doing well, and not so wellBe better together, we can be ourselves, be inclusive, see more good in others, and work collectively to build for the long termIn line with our Fair Pay Charter, we offer a competitive salary and benefits to support your mental, physical, financial and social wellbeing.Core bank funding for retirement savings, medical and life insurance, with flexible and voluntary benefits available in some locationsTime-off including annual, parental/maternity (20 weeks), sabbatical (12 weeks maximum) and volunteering leave (3 days), along with with minimum global standards for annual and public holiday, which is combined to 30 days minimumFlexible working options based around home and office locations, with flexible working patternsProactive wellbeing support through Unmind, a market-leading digital wellbeing platform, development courses for resilience and other human skills,global Employee Assistance Programme, sick leave, mental health first-aiders and all sorts of self-help toolkitsA continuous learning culture to support your growth, with opportunities to reskill and upskill and access to physical, virtual and digital learningBeing part of an inclusive and values driven organisation, one that embraces and celebrates our unique diversity, across our teams, business functions and geographies - everyone feels respected and can realise their full potential.Recruitment assessments - some of our roles use assessments to help us understand how suitable you are for the role you've applied to. If you are invited to take an assessment, this is great news. It means your application has progressed to an important stage of our recruitment process.Visit our careers website"
242,Senior Delivery Manager,Standard Chartered,10-13 years,Not Specified,"Role ResponsibilitiesLead, Development will be a key member of Trade IT Development team and responsible for managing Agile Development teams and ensuring delivery of high-quality software that meets functional and non-functional requirements. The role holder will form a key part of a fast-paced, ambitious, delivery programme.Software DeliveryRepresent the team to management and management to the team.Work closely with the Product Owner to ensure a healthy, refined Product Backlog for the team.Responsible for teaching and coaching Scrum values and practices.Ensure adherence to delivery schedules and attendance at Daily Stand - up meetings.Remove roadblocks and obstacles where the team is not able to do so.Assist the Product Owner in shielding the team from external interferences.Enable close cooperation across all roles and functions.Facilitate team member specialization and generalization of tasks.Schedule Sprint Reviews at the end of each sprint with the Product Owner.Schedule and facilitate Sprint and Release Planning meetings.Primarily a facilitative, servant leader and a Scrum process coach.Monitor Sprint tasks to ensure success but does not create or assign tasks (the team creates and assigns tasks).Regularly and physically meets with the team members.People ManagementCoordinate with resources and teams across different locations.Good Stakeholder Management Skills.Responsible for conducting appraisals, feedback andhandling work allocations for direct reports.Reviewing the same for indirect reports.Responsible for managing the career growth, motivation and retention for the assigned group.Risk ManagementContinuous management of the Trade Application System risks.Proactively identify issues and actions.Monitor and remediate issues and actions from audits.Awareness of the regulatory world and knowledge of AML, Fraud, Screening, Data Quality needs and ensuring these are catered for in the functional design.GovernanceEnsure adherence to Systems Development Framework and control processes.Ensure delivery of all software artefacts.Key StakeholdersBusiness and Operations (Product Owners)Trade IT TeamInterface IT TeamsTechnology Services TeamsProduction Support TeamsOur Ideal CandidateBachelor&rsquos Degree in Computer Science, Software Engineering or equivalent degree.Certified Scrum Master (CSM).JAVA Certification preferred.Mandatory SkillsExperience in managing Agile Delivery Teams.Latest technology architectures and design  Micro services, Web and Mobile applications.Cloud - Native application deployments and Containers (Docker).Exceptional troubleshooting and investigative skills. In possession of a strong sense of ownership and accountability.The ability to manage competing priorities from a variety of stakeholders.Must demonstrate good judgment and pragmatic approach to delivering a solution that optimizes architecture activities across company needs, business constraints and technological realities.Should have participated in, and be familiar with, SDLC and Agile (Scrum) project methodologies.Proficiency inMicro-services development using SpringbootTechnical StackJava, Spring, Spring Cloud, Mongo & Oracle or Postgres databases, Elasticsearch, Hazelcast, Kafka, REST APIs, JSON / YML.Technical ToolsConfluence / Jira / Bitbucket or Git, CI / CD (Maven, Git, Jenkins), Eclipse or Intelij IDEA.Optional SkillsStrong presentation and communication skills.Ability to understand business requirements and convert them into solution designs.Experience in event driven architectures (CQRS and SAGA patterns).Build Tools (Gulp, and webpack), Jenkins, Docker, Automation, Bash, Redis, Elasticsearch, Kibana.Prior ExperienceRelevant experience of 10+ yearsBanking / FinTech experience preferredAbout Standard CharteredWe're an international bank, nimble enough to act, big enough for impact. For more than 160 years, we've worked to make a positive difference for our clients, communities, and each other. We question the status quo, love a challenge and enjoy finding new opportunities to grow and do better than before. If you're looking for a career with purpose and you want to work for a bank making a difference, we want to hear from you. You can count on us to celebrate your unique talents. And we can't wait to see the talents you can bring us.Our purpose, to drive commerce and prosperity through our unique diversity, together with our brand promise, to be here for good are achieved by how we each live our valued behaviours. When you work with us, you'll see how we value difference and advocate inclusion. Together we:Do the right thing and are assertive, challenge one another, and live with integrity, while putting the client at the heart of what we doNever settle, continuously striving to improve and innovate, keeping things simple and learning from doing well, and not so wellBe better together, we can be ourselves, be inclusive, see more good in others, and work collectively to build for the long termIn line with our Fair Pay Charter, we offer a competitive salary and benefits to support your mental, physical, financial and social wellbeing.Core bank funding for retirement savings, medical and life insurance, with flexible and voluntary benefits available in some locationsTime-off including annual, parental/maternity (20 weeks), sabbatical (12 weeks maximum) and volunteering leave (3 days), along with with minimum global standards for annual and public holiday, which is combined to 30 days minimumFlexible working options based around home and office locations, with flexible working patternsProactive wellbeing support through Unmind, a market-leading digital wellbeing platform, development courses for resilience and other human skills,global Employee Assistance Programme, sick leave, mental health first-aiders and all sorts of self-help toolkitsA continuous learning culture to support your growth, with opportunities to reskill and upskill and access to physical, virtual and digital learningBeing part of an inclusive and values driven organisation, one that embraces and celebrates our unique diversity, across our teams, business functions and geographies - everyone feels respected and can realise their full potential.Recruitment assessments - some of our roles use assessments to help us understand how suitable you are for the role you've applied to. If you are invited to take an assessment, this is great news. It means your application has progressed to an important stage of our recruitment process.Visit our careers website"
243,Model Risk Management - Technical Writer,Deutsche Bank,Not Specified,Not Specified,"Position Overview[Details of the Role and how it fits into the team]MoRM (Model Risk Management) is a control function within independent Risk Management which establishes and communicates model risk management requirements, oversees adherence by the business units to the applicable model risk management requirements, provides review and challenge to the development, implementation, and use of models, and reports on model risk to the appropriate governance bodies and executive management.Within MoRM, you will be working for CUSO (Combined US operations) validation team. You will be working in a highly passionate, dynamic team spread across three continents responsible for key regulatory submissions. As part of your role, you will be exposed to a variety of models and mathematical techniques used to predict business outcomes. You will get an opportunity to review the model validation documents and make them precise and lucid to all readers. You will get exposure to key Policies and Procedures related to the Model Risk Framework of the firm and get an opportunity to establish best in industry standards for them.What we'll offer youPlease be aware there are regional differences to DB benefits and you will need to check the correct package per advert. As part of our flexible scheme, here are just some of the benefits that you'll enjoyBest in class leave policyGender neutral parental leaves100% reimbursement under child care assistance benefit (gender neutral)Flexible working arrangementsSponsorship for Industry relevant certifications and educationEmployee Assistance Program for you and your family membersComprehensive Hospitalization Insurance for you and your dependentsAccident and Term life InsuranceComplementary Health screening for 35 yrs. and aboveYour key responsibilities Reviewing validation reports, performing Quality Assurance, provide feedback and edits.Assist in writing and editing Policies, Procedures, Templates, and Standards.Developing and conduct regular technical writing workshops for validatorsDeveloping customized feedback for validators and tracking progress.Your skills and experienceSelf-motivated, fast and focused learner.Critical thinking and analytical ability to solve specific problems independently and as part of a team.Documentation skills including writing technical reports for financial and banking models.Communication skills with ability to understand and explain complex mathematical concepts in layman's terms.Teaching and tutoring of English Language.How we'll support youTraining and development to help you excel in your careerFlexible working to assist you balance your personal prioritiesCoaching and support from experts in your teamA culture of continuous learning to aid progressionA range of flexible benefits that you can tailor to suit your needsAbout us and our teamsPlease visit our company website for further information: Our values define the working environment we strive to create - diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.Click to find out more about diversity and inclusion at Deutsche Bank."
244,Yoga Teacher Required In Canada | Singapore,Cloud Visa Immigration LLP,3-12 years,5000000 - 7000000 INR,"Call & WhatsApp to Ms.Sneha(HR)-9311529770 Teaching yoga classes to students of varying skill levels, experience, and interests Promoting wellness in the community through teaching classes, workshops, and private lessons Creating a safe and supportive environment for students to learn new poses and deepen their practice Motivating students to practice regularly by providing them with appropriate challenges and encouragement Assisting students during their yoga class by correcting their posture or position as needed Demonstrating different poses or sequences of poses during class to ensure that students are performing them correctly Helping students understand the philosophy behind yoga as a way of life rather than just an exercise routine Observing students behavior and providing guidance when necessary Offering guidance to students on diet, exercise, and lifestyle changes to improve their overall health and well-being"
245,Microsoft Azure Data Services Application Developer,Accenture,4-6 years,Not Specified,job description is not available for this job
246,Psychologist – Counsellor   60 years old school in Chennai,Skillmine,3-7 years,300000 - 500000 INR,"Must Be have a Master Degree in PhycologyThe Candidate has to work closely with the school management and mental health advisor to continue the provision of a high quality, ethical counselling service to the pupils. will include agreeing to a regular session schedule with the school, undertaking assessGraduate or Post graduate level Counselling or equivalent [of two years minimum duration including persona counselling or psychotherapy5 years of work experienceExperience in individual counselling with young people/StudentsExperience of using creative therapeutic techniquesExperience with group facilitationMust be a Resident of Chennai.. It is Work from Office & NOT from HomeContact Padmini @ 80560 36143 or email @ [Confidential Information]"
247,English Professor Required In Canada | Singapore,Cloud Visa Immigration LLP,3-12 years,5000000 - 7000000 INR,"Call & WhatsApp to Ms.Sneha (HR)-9311529770Teach courses commensurate to established syllabi. Advise and register assigned students as role of English professor. Participate in retention, placement and cooperative educational activities of students. Prepare and maintain current course syllabi, course outlines and classroom expectations for each course taught. Examine and recommend adequate instructional materials for courses taught. Involve in departmental budget and objectives development. Provide assistance in communication between College and community. Participate in formulation, interpretation and application of division policies and procedures. Participate in course schedules development and coordination. Provide assistance in English student recruitment. Update and maintain accurate academic records. Involve in assigned college committees and professional development activities."
